"Taxa","BranchesPerTassel","BranchZoneLengthCM","BushelAcreEquivalent","CobWeightGrams","DaysToPollen","DaysToSilk","EarFilledLengthCM","EarLengthCM","EarsPerPlant","EarWidthCM","ExtantLeafNumber1","GrainPercentMoisture","HundredKernelMassGrams","KernelRowNumber","KernelsPerRow","LeafAngle","LeafLengthCM","LeafWidthCM","PlantHeightCM","TasselLengthCM","TasselSpikeLengthCM","TotalGrainMassGrams","QY_max","Fv.Fm_L1","QY_L1","NPQ_L1","qN_L1","qP_L1","Rfd_L1","NPQmaxme","NPQendme","npqslop1me","npqslop2me","af1npq","bf1npq","af2npq","bf2npq","af3npq","bf3npq","cf3npq","af4npq","bf4npq","cf4npq","phippsiiend","af3phipsii","bf3phipsii","cf3phipsii","af4phipsii","bf4phipsii","cf4phipsii","phipsiietos","phtoNPQend"
"B-28",16.5,12.065,45.3,8.045,72,76,9.775,10.875,1,2.71,14.25,NA,11,16.165,25.4,32.8,75.5,5.825,164.25,29.715,17.65,306.95,-0.144113704334813,-0.0986389245876277,0.0926077653235704,-0.116064919354142,-0.109495331713367,0.0397635140867733,-0.0534512981541623,-0.167533285260872,-0.321176762305085,-0.150043672877928,0.380418794906756,0.0472604434934314,-0.194157226951671,-0.220273472510427,0.251354066255333,-0.343385700188372,0.0697781075604678,-0.138475937941002,0.0625641382747684,-0.406460699979738,-0.505864326160565,0.066145260026667,-0.56867334440993,0.325658615139356,-0.25057731382553,0.273282985665285,-0.69826072410298,-0.28459270943921,0.91731918862328,0.382629789077213
"B10",16,11.935,77.1,18.34,78,83.5,13.75,15.58,1,4.17,16.5,8.5,25.075,13.835,23.415,38.9,93.75,8.975,201.25,33.57,21.635,522.15,0.296693824715608,0.266625838564203,0.00018596112874743,-0.110400522938786,-0.0937773839938193,0.0115101586428176,-0.045891810051289,0.467023358016354,0.249992731770558,0.0409662637653688,-0.831948496005847,0.265974793986987,0.388415636924941,0.414188779535647,0.0762941242785277,0.63430328736072,0.375786694102152,0.430869603047794,0.40560157730037,0.615595739817417,0.22354169003954,0.372282176869165,0.810828468658391,0.268374896939818,0.0993866996911805,0.381812166883892,0.644508148649563,0.0584372631669931,-0.637740739266837,-0.0400829741849992
"B101",26.335,13.63,64.4,15.805,78.5,82.5,13.21,13.58,1,3.915,15,8.95,18.5,16.335,25.585,19.75,78.125,9.025,189.25,34.785,21.15,436.35,0.289027617943828,0.184538477110681,0.213602624870199,0.277902004084274,0.254263592103593,0.162086155169082,0.357655116844027,0.144846720279934,-0.830652191413773,0.333012482801233,-0.15412555193583,0.488010851157578,0.00729595276965016,0.0520411142970623,0.494551589297757,0.0756998228518374,0.423706239471313,0.138818619949137,0.405980537354433,-0.231101604969061,-0.771081459021796,0.728432985312388,-0.335526658754268,0.561000942451256,0.294270738061446,0.498716261440036,-0.601069966359855,0.401451267685787,0.475285916322543,0.945511587417787
"B104",9.835,7.385,79.6,15.88,75.5,77,11.795,12.835,1,4.08,14,8.6,24.425,14.25,25.335,26.5,88.5,7.9,158.25,27.385,20,539.2,-0.28407310653432,-0.413795902455157,-0.499329395368263,0.386725408699274,0.456752827017483,-0.00191788363761081,0.369723025118746,-1.12670343598331,0.202205796718775,0.503827915309079,0.527782031522364,0.301015250620433,-1.23473989883889,-1.21934419218245,1.05786302387362,-0.151738643927711,-1.25363475226437,-1.06975326889461,-1.24323166150833,0.352047296852112,-0.0107122876254446,-0.738025746954241,0.365918740049922,-0.573882320855151,-0.140831285399018,-0.592422718671563,0.646200981523966,-0.151651177954763,-0.544134233365656,-0.365095825015541
"B105",33.165,16.88,74.15,17.01,72,78,12.165,14.165,1,4,13.25,7.75,23.205,15.75,22.915,28.2,78,8.625,175.75,36.435,19.55,502.1,-0.317766363120122,-0.0680138457471527,0.0962895363604538,-0.477195210817016,-0.145303874607804,0.0966753070291099,-0.425260345674732,-0.379006123547295,-0.0462638230483117,-0.125944595116994,0.361012753656601,-0.0669884136546456,-0.337360830761888,-0.363712370527499,-0.198279379862511,-0.303733778099325,-0.334069145354501,-0.35150083739027,-0.336990227922975,-0.139944436488654,-0.0850962302023332,-0.615375173207721,-0.358978183100691,-0.286419747574647,-0.114417697949882,-0.302140467388565,-0.261687547339324,-0.179453975379722,0.183207452761964,-0.0184619592699712
"B106",8.17,9.3,80,12.985,71.5,74.5,13.58,13.915,1,3.21,12.5,8.9,22.775,10.5,30,24.2,77.5,7.675,196.75,31.2,21.9,541.7,-0.311693617666298,-0.0811554200464059,-0.193354769483429,-0.767259650548759,-0.837303304015324,-0.00268922659543967,-0.71506007631991,-0.474121663507153,0.0745867015729744,-0.936235276932304,0.537325201452461,-0.75985031046119,0.0972486384296856,0.032769777673707,-0.663809900354119,-0.374185976330626,-0.585817934357753,-0.474537094615314,-0.59571908633403,-0.0991121539895926,0.00883951205764503,-0.460030674345459,-0.148833859884095,-0.237084845768782,-0.39048652388779,-0.250374903050873,-0.118872925184752,-0.37658547197803,-0.183430461078987,-0.0599061946470761
"B107",7.165,10.12,81.3,16.15,71.5,77,12.085,13.71,1,3.5,11.5,8.4,37.07,11.085,21.665,41.05,82.375,9.3,185.5,30.085,19.965,550.55,0.147942011900665,0.202367014751523,0.112718173582602,-0.267436053125625,-0.230054308795106,0.087360220741409,-0.273251168997034,0.845224713020573,-0.0446395415878834,-0.461923660594374,-1.12042839632729,-0.155788328464156,1.09322813258934,1.04956028835293,-0.597001786451065,0.735572719620892,0.854022870718031,0.791815590802721,0.880873862044515,0.618790314723014,0.0885545498177245,0.142045808697105,0.130123513311965,-0.0486255697853898,0.0795208336014649,-0.0571624738142853,0.155471350201643,0.0713571784834045,0.0628541388482938,0.157312310259255
"B108",12.67,7.465,67.95,15.37,76.5,77.5,13.42,14.875,1,4.125,16.25,8.2,19.58,13.67,29.25,38.55,81.75,9.25,191.75,26.87,19.4,460.3,-0.62943916460561,-0.544971858703136,-0.0597829510132794,-0.339895325738021,-0.22363691223551,-0.00738284232245449,-0.326568368001956,-0.2232556905131,0.405970145581605,-0.221239763377672,0.356167639458857,-0.149500403325419,-0.16555945767946,-0.192933722962734,-0.0171161834048483,-0.125126809025079,-0.524686674507065,-0.219278981883742,-0.512491678095548,0.073474366529128,0.71422037723521,-0.886549287288973,-0.122334143958097,-0.748409970223548,-0.219114795464878,-0.770979788481326,0.158603719403422,-0.274142450864247,-0.117503021173025,-0.674931178945312
"B109",9.17,8.95,101.35,13.355,77,77,12.08,12.915,1,4.04,13.75,8.9,21.585,15.085,29,30.55,76.375,9.275,197.25,29.47,20.515,686.2,0.060166662756313,0.0742653491080359,0.216140226906987,-0.0578707499486099,-0.0324524295884575,0.203746841938847,-0.00944877545114364,0.0545470413202048,-0.183862274367405,-0.0820996576455866,-0.803906890391833,-0.11614185177895,0.0805908707839836,0.0652282615426219,-0.125644316257359,1.07865491664269,0.00860683926359208,-0.0153182816017306,0.0549939733019331,1.01418304821014,-0.206353906733361,0.370566966940228,1.15969795980331,0.168483351773459,0.245987735729049,0.287526433809588,1.03399971424081,0.199628768207027,-0.816604917343084,0.349417300287934
"B14",7,7.65,64.35,15.97,75,78.5,10,14.415,1,3.5,14.5,NA,30.005,13.25,20.085,28.6,84.5,7.65,201.25,34.17,26.52,435.95,0.382970559695873,0.480579100459093,-0.525190376224044,-0.244424629142506,-0.24006530058338,0.031145923693703,-0.322378873731187,-0.166809631338962,-0.387535611269797,-0.490291191071612,0.504603701297778,-0.461672432228395,0.148617868747889,0.0762867558619892,-0.385309646321889,-0.430068179936051,0.0242687802734094,-0.148690708162122,-0.00251589392189785,-0.561662699557522,-0.432443961846545,0.473568535409497,-0.346198167589735,0.808831320498096,-0.205889596031609,0.726746284448396,-0.5298558197911,-0.21744280818059,0.663059542097943,0.634702444248123
"B14A",8.835,7.985,72.6,19.525,74.5,77.5,12.67,16.5,1,3.585,14,7.4,29,13.83,18.67,28.05,88.75,7.425,181.25,31.015,23.03,491.5,-0.202176081471404,-0.217244233717782,-0.486336019902876,-0.048025399253927,0.00060597963529118,0.108900256245022,-0.171019816064604,-0.399109820366093,-0.750875365221583,-0.167972776856773,0.0269295266796469,-0.679698975205544,0.204011770929863,0.145325222276135,-0.599303188965109,-0.074174372155221,-0.228656838599074,-0.40925505391375,-0.244062155646078,-0.0141927340380593,-0.623038217177393,0.271168814222772,0.206328655398165,0.244420667440317,0.00511162012668565,0.266825344959146,0.0470935482070851,0.00973906028254583,0.132633102874928,0.656477021604821
"B164",16.335,12.085,88,13.295,73.5,76.5,14.335,15.58,1.0625,3.75,14.25,8.3,19.41,15.25,28.92,18.9,79.375,8,190.5,32.05,19.965,595.85,-0.293754402288773,-0.407130614726974,-0.0354392129747216,0.371040669807638,0.348464027590817,-0.00612102671562142,0.464432987250919,-0.49109084699429,0.200778141596117,0.293963487323012,0.816779965166355,0.464000626284457,-0.675581681607733,-0.630346154384332,0.800738323444982,-0.756773330323421,-0.450313287023678,-0.464589696385857,-0.477543708876787,-0.638209303636193,-0.0499955321301787,-0.264524088923303,-0.798763149533405,-0.270789255088638,-0.0478379138595092,-0.29732061436873,-0.698769813402463,-0.0819624258193947,1.19150258193866,-0.17116895833536
"B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B37",6.165,5.93,64.7,15.37,75,78,11.705,14.25,1.0625,3.585,13,8.1,25.64,12.75,22.085,29.15,73.5,8.45,189.25,32.15,26.215,438.35,0.0909074024204897,0.00733013117087351,0.00547096719709833,0.194014353912519,0.203243146868546,0.0189224313110526,0.236055896471507,0.667321921484095,-0.134329326265791,0.0958380776254171,-0.795910865097625,0.038620522995501,0.793245773601879,0.774708813561789,-0.263271113955486,0.7217710181004,0.707168572408479,0.638477919516898,0.711420650923015,0.236433361587261,0.0351493799912322,0.353002421372122,0.125500854892267,0.398057085344046,-0.0266804129695387,0.418590619835638,-0.0363882426433899,-0.018599591578999,0.218408494282058,0.306213188577547
"B42",14.5,11.6,49.45,12.935,75,76.5,9.54,11.46,1,3.705,13.75,NA,33.9,12.5,12.25,32.65,85.5,9.1,187.75,36.1,24.5,335,-0.659982333235371,-0.551846369306398,-0.0742150260567647,0.483841985612898,0.548762648212003,-0.124277751568677,0.532869539217973,-0.0414517031635999,-0.0130805346008859,0.604410044407765,0.314909309789442,0.581962667054986,-0.216126373251516,-0.159037467880904,0.716645317033795,-0.370241142863419,-0.0873041879184321,-0.0434468061298224,-0.109014439025299,-0.377041156830569,0.0792711188666533,-0.323197919096528,-0.53320038715955,-0.460073931924814,-0.301533993980781,-0.444296792620995,-0.366300541459873,-0.310124406105105,0.779412316307299,-0.0596557658102854
"B46",10.67,8.78,66.45,22.205,77.5,80,12,15.29,1,3.835,15,NA,28.505,13.75,20.835,40.95,82.75,9.275,189.25,29.365,20.585,450.15,-0.090432725655578,-0.205666939766862,0.215712661488571,0.403919430208427,0.39030796854116,0.126830895791485,0.355992364027264,1.04378273170469,0.368227949982159,0.455785093685638,0.201064474483432,0.785505762017878,0.948333424859441,1.02829312076608,0.244867407753539,-0.175122086479293,1.32794600551454,1.20763242502937,1.29887535599046,-0.977757181951129,0.430727841627894,0.0781137638317133,-1.08696622745818,0.555759433402871,-0.488953856840137,0.446152017222882,-1.30562939231796,-0.563608097777965,1.01997236424108,-0.209886335065692
"B52",10.665,9.95,46.65,10.83,80,82,10.165,12.5,1,3.25,13.75,8.9,16.825,14.335,18.665,25.7,78,8.15,174,31.27,21.315,316.1,-0.371292763139208,-0.297075931665724,0.0638020679942718,-0.270316698243532,-0.209050051345255,0.056828981488398,-0.241778265533221,-0.208978733808121,-0.287958747204492,-0.31297758703402,-0.0266693320886195,-0.623097697169672,0.0574755567008507,-0.0215650185908192,-0.581801963353234,0.0600484456083844,-0.266854022697789,-0.260016827061157,-0.280557902693788,0.19180731440898,-0.0333563922949303,-0.0896032585925924,0.194013938878164,-0.173133338580709,0.0736213034541456,-0.184197986769847,0.257256923298798,0.0838063122298512,-0.122099937355493,0.295144113263709
"B54",7.665,10.565,44,16.33,72,76,10.165,13.065,1.125,3.73,11.75,NA,29.77,12,11.835,35.85,62.125,6.65,168.25,39.065,28.5,298,-0.141459333060462,-0.327550682679194,-0.078852252886364,-0.076957711120843,0.0303153870687566,-0.0981590916159946,-0.142098448954282,-0.0179450189467548,-0.0291755638554258,0.224954672737963,0.754622533038903,0.25619502171793,-0.078081654517805,-0.0480329005884872,0.191397942131783,-0.967035102036392,0.0931937162043579,0.00447534639866069,0.021061605939225,-1.38097188194205,0.0464116929254949,-0.201145404903074,-0.895355972636166,-0.316010421421749,0.254504125332132,-0.449449910142596,-1.04260319072025,0.426975097693491,0.315077364816903,0.0230808392520936
"B57",21.5,14.435,84.1,14.575,71.5,76,11.33,11.415,1,4.165,12.5,9.05,28.17,14.5,22.585,48,80.625,7.9,161.75,34.92,20.485,569.7,0.107472994194023,-0.141085704645173,-0.279255906484065,0.89018127258211,0.783089665561945,-0.0631298993547461,0.905908549319409,-0.0744753939358653,-0.142489510921535,0.992955273780849,-0.0219489888031943,0.84702652334464,-0.316982197358127,-0.239930403811518,0.902122058866033,0.0696585103938661,0.0679073126960666,-0.072014115357069,0.0660191274557475,-0.017676022911005,-0.316258900905242,0.0891468883668472,-0.298105177706424,0.0352258677570808,0.106415683151419,0.0386434514809988,-0.300239654724087,0.374747887172314,0.335939768223257,0.277643414495845
"B64",6.835,9.8,52.4,15.91,76.5,79.5,12.42,14.415,1,3.625,14.25,NA,27.03,12.335,20.165,28.1,89.875,6.675,172,38.88,29.085,354.7,-0.170399961368652,-0.0312212679341354,0.134203378263053,-0.22362133253504,-0.210723205308338,0.0851616679441472,0.202749774843836,-0.015381881366218,-0.509055901232728,-0.178827895809455,0.025550292703189,-0.0740299832237987,0.0394168140759306,0.00706973241519225,-0.0453892194207415,0.197224167197744,-0.018443703017178,-0.0502545367687758,-0.0395136158879996,0.150808997758671,-0.342843418579672,0.318788672172097,0.0716354295072663,0.390433756282764,-0.123678964398828,0.384855825776696,-0.177281595703305,-0.0963047949783452,0.234790356030821,0.694461581142244
"B65",12,8.435,67.5,15.33,76.5,76.5,9.5,12.17,1,3.71,13.5,8.6,30.01,14,19.58,48.9,77.375,9.825,192,28.565,20.135,457.4,-0.247691904839996,-0.157256589114872,-0.303407920722211,-0.236613860835038,-0.204968591744152,-0.175899005583438,-0.230243871814789,0.508975948623724,0.579459433094846,-0.32278099503811,-0.0247672872920847,-0.175274138072696,0.376239558547015,0.344184998459864,-0.350941024052519,-0.0202117778039178,0.33543471839238,0.592192062081494,0.337535420388656,-0.161233907591434,0.561827667877747,-0.339945435423028,-0.471094716478289,-0.451137733935032,0.030643828745687,-0.475228876615577,-0.297282077567037,-0.0151942462015081,0.586152961975183,-0.598540453428765
"B66",6.835,8.07,78.55,17.455,72,76,12.07,14.93,1,3.125,13.75,NA,25.15,10.89,22.945,23.05,77.375,10.1,183,33.58,25.52,531.85,-0.0738451817959028,-0.0660944219882261,-0.0150772917450255,0.590363914111546,0.57086705491549,0.0303736321237071,0.30549927849413,0.555176588641148,0.403505200521708,0.343602503937607,-0.682901227582916,0.190318010972333,0.615560060478226,0.617753173396545,-0.0446765877341997,0.629065843954797,0.440128128738334,0.52570226916769,0.480299320231758,0.40499828690641,0.282333013492441,-0.18418390043825,0.0206074189769824,-0.282396431765152,-0.0182918588762228,-0.243901393553729,0.0842259182576835,-0.0561613376391421,0.362659768227219,-0.273246437720733
"B68",10,9.52,49.05,14.68,76,81.5,11.915,15.625,1,3.71,14.25,NA,26.065,14,17.67,31.6,92.75,6.6,204.5,30.8,21.285,332.1,0.178782825328226,0.181317102332002,0.0836227802044114,-0.14574475306694,-0.13845614410226,0.0678869251107878,-0.222825909069525,0.0650784911136129,-0.891342528687799,-0.276450980462784,-0.485500881810233,-0.103152199785974,0.176903355960193,0.145487553649106,-0.0560903734072419,0.424086420404473,0.204184961955211,0.00808528405286897,0.202346762825695,0.261286748825517,-0.596541079316553,0.753341069215646,0.585629778589015,0.646220228348237,0.0881681633766896,0.679846011999357,0.343748451185246,0.0972284206644136,-0.184215300176776,0.951220984756374
"B7",12.735,14.615,53.3,16.58,77,82,10.75,14.295,0.9375,3.585,13.75,8.2,24.985,14,17.915,37.3,84.25,9,193,35.3,20.685,360.9,-0.381846255500489,-0.689404149971334,0.0657799644364404,0.951949085793537,0.9341928650483,0.0429009297484906,0.981337475744824,-1.20365938065196,0.140390412477593,0.754799346845136,0.319944832276594,0.438872408323493,-1.30532484650929,-1.27984298314462,0.570102130428468,-0.15607154379402,-1.10067149520718,-1.17190994267152,-1.09589273136623,0.752879304852758,0.0959875679907333,-0.621217782448037,0.493855308945287,-0.586780566904001,-0.0892425704755521,-0.586460653067035,0.686039379141546,-0.0799925203322221,-0.5094316775704,-0.265926564294361
"B70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B73",7.165,9.05,110.35,19.5,75.5,76.5,12.79,14.165,1,4.585,14,8.4,21.335,17.835,29.585,17.55,80.75,8.5,201,29.165,20.12,747.6,0.57755375877881,0.594325455788715,0.0588811652689787,-0.101260186116554,-0.121532066840651,0.0758596553126313,-0.217843916602851,0.0986860060024194,-0.159384372490421,-0.346403651168696,-0.437749738367375,-0.433566564005902,0.290391285335555,0.230334111263328,-0.515891188323686,0.423449902932269,0.0951211867035157,0.0386225074113263,0.104708935845407,0.37375595716671,-0.143637942829614,0.653001363671265,0.940060023546323,0.646631328736351,-0.0939342881990703,0.74161440754886,0.639477663434943,-0.100140295606668,-0.495861892351697,0.28732816350506
"B75",1.835,3.25,81.7,15.58,71.5,75.5,13.165,13.75,0.9375,3.705,12.75,7.3,29.505,13.835,23,47.75,77.75,8.575,182.25,32.935,29.68,553.4,-0.44466904588042,-0.445543936268268,0.091956917161588,0.128315583093522,0.105786039374259,0.0998281180683341,-0.20546790427518,-0.0956514720221819,0.650782437606522,-0.27545043554144,0.453517500658938,-0.00397406544759036,-0.132351772840719,-0.124340019417617,0.0448642521204293,-0.382918331206837,-0.224631030940724,-0.119911905296626,-0.250364938154753,-0.277832280186172,0.66877564082863,-0.598811907174672,-0.961413569769681,-0.757004672152706,0.141895332942575,-0.86063567409403,-0.702066431849365,0.234500044772512,0.317332126217758,-0.657674478523026
"B76",6,7.68,78.05,15.76,72,75.5,13.025,13.83,1,3.895,12.25,7.95,24.29,12.705,25.08,42.2,69.75,9.225,176.25,32.93,25.25,528.7,0.186735971817932,0.25615446542783,0.170506321918886,-0.224239926414233,-0.260172308928448,0.136728524721989,-0.163557024665195,0.214914161540344,-0.298629163535384,-0.237105290420101,-1.01589594739847,-0.746273822262808,0.906088204752181,0.80167558133378,-0.985666580064968,NA,0.176926151864929,0.134188494499177,0.244730827766593,NA,-0.239581330920892,0.359176520003293,0.512809162796902,0.224964967587836,0.151529875267022,0.356629572141288,1.14222217540257,0.114239840018211,-0.736750742794387,0.495591880107963
"B77",9.5,9.55,65.9,7.705,75,76.5,13.17,13.585,1.0625,3.375,15,NA,18.38,13.585,28.335,NA,84.25,8.6,201.5,33.15,23.6,446.15,-0.024085265125566,-0.0438753721976572,-0.092850120876536,0.0525310037253449,0.0228141510710784,-0.0150857379104991,0.0345049667975244,-0.157008280356907,-0.0517130781392044,0.0425381245547558,0.117744576895108,-0.137562389127313,-0.130298831240021,-0.140548220717788,-0.0142138211878348,-0.00242634138345824,-0.206319274319669,-0.190740825121825,-0.21213121080032,0.0775955564384025,-0.0721942330885836,0.021403806234786,0.0507929246066196,0.0284742908629316,-0.0185598448292902,0.0134250510568343,0.0337889883044587,-0.020240448809513,0.057097716774201,0.161929630725766
"B79",11.665,10.335,66.15,12.935,75,76,9.625,11.21,1,3.665,14,8.7,21.69,16,17.42,25.3,77.25,8.3,158.25,33.75,23.42,448.25,0.0458912017029853,0.0974202101497612,0.119366988680574,0.398559680054118,0.336084975197337,0.139409809009569,0.522167939416049,0.130760804845666,-0.802993047978648,0.711041633837181,-0.584096691307806,0.714736801701564,-0.0252513884939134,0.0237747828558584,0.257537017140754,0.20659859911104,0.308002294625819,0.125055502991231,0.305771213237272,0.391505918368339,-0.469148390070031,0.362642366074425,-0.322825006399423,0.24087240763686,0.293143313095947,0.203115845408066,-0.419951404774142,0.308337411481559,0.455433009539656,0.728365365521975
"B8",19.5,11.465,97.25,14.055,68.5,70,12.915,13.42,1,4.04,12.5,8.1,25.46,13.75,25.415,35.4,70.625,7.475,184.5,29.55,18.08,658.55,-0.379227454581257,-0.258206695954215,0.0490040196168999,-0.123780318290183,-0.155051037190543,-0.248307249191608,0.185040859519523,-0.311545462676746,0.527373143662556,-0.233688650008333,0.606272312060391,-0.383395181589304,0.0214748294781688,0.0378339052687917,0.184547538870453,-0.50584216661203,-0.499145479295946,-0.325677114607986,-0.476263596239331,0.284762374844278,0.293031144345221,-0.428218738407496,0.420093397304224,-0.363940660576774,0.0564259476278756,-0.31850551216319,0.408023070706742,0.00492906975610384,-0.480486367580911,-0.614466574381594
"B84",11.5,10.6,78.85,16.835,76,75.5,12.625,13,1,3.835,13.25,8.4,25.645,14.165,22.75,22.25,85,6.975,180,31.535,20.935,534.25,-0.104630054057816,-0.190720888619093,0.123027303058626,-0.0134087679117811,-0.0637292042367157,0.08315853111791,0.0522808615392044,-0.0464410343922479,0.7079103408532,0.153131292164901,0.310298572728778,0.0555250380592565,0.0539164082087816,0.0325275740703783,0.118963289236622,0.0936323234469666,-0.397503745773321,-0.0788783747152869,-0.382991772972888,-0.128179957488279,0.424334955964257,-0.597623627926391,-0.353372142667887,-0.331699209508259,-0.154042678258551,-0.360123741747142,-0.233129063053167,-0.189539684409386,0.37104183088605,-0.776419346999273
"B85",11.165,11.67,82.7,19.18,69.5,73.5,13.375,14.29,1,3.875,10,7.6,25.39,14.875,27.5,19.05,79.5,8.75,181,37.97,26.3,560.2,-0.293780767576259,-0.488976479040649,0.163260531348252,0.727221593950688,0.70600385365139,0.141317443047011,0.976792763336875,-0.374031128826471,0.215852497921956,0.713736330687311,0.360587844383872,0.600707086758873,-0.537240945520482,-0.47766432267309,0.901313289737472,-0.36332719218059,-0.486844636472944,-0.378556321761207,-0.491762136158149,-0.103941411522311,0.229752872365965,-0.459004001088789,-0.465317323097513,-0.492622854935775,0.0333127743856114,-0.555913786114826,-0.291465634792325,0.0637180714790395,0.296928217732984,-0.19175589529863
"B87",5.665,7.18,72.5,15.995,71,73,16.045,16.585,1,3.75,11,8.4,19.34,13.58,28.58,39.95,74.875,8,169,34.215,27.035,491.2,0.424974157677251,0.298547244199684,0.196003565616111,0.224761068827718,0.139682613586115,0.138248142095221,0.205347776024421,0.162341770030422,0.542859730072654,0.104893269518563,-0.178602431488549,0.0693153593089057,0.18434349800409,0.178905863920456,-0.0295569649499203,-0.0511939973775088,0.00759562920117909,0.153475545920215,0.0176946027860908,-0.0414527401947496,0.437492515851017,0.0273690763560608,0.606029797698059,0.0693125987405511,-0.0894525367859841,0.135706671340742,0.730103621610889,-0.0971523935403637,-0.574778324560761,-0.215696330929488
"B88",16.665,19.135,22.5,17.02,78,84.5,13.04,18.79,1,2.955,15.25,NA,33.31,8.415,9.42,36.35,75.375,8.7,182,28.5,9.365,152.5,0.233340594105375,0.2348630590135,0.0367552337665687,-0.15115755072363,-0.183220278663639,-0.0124016585266957,-0.188386457364767,0.162098291205118,-0.465082256222937,-0.0835648982362006,-0.489154428284234,0.51780019775739,-0.0394601372477677,0.0153040439048946,0.553871839770288,0.43900196950268,0.255895905814204,0.10065269963134,0.256562734623114,0.282359298675779,-0.375422360333308,0.45361021701463,0.244484274796373,0.40100156884172,0.10361560862903,0.411125967468599,0.0455658038096534,0.126786746584991,-0.0159125903143716,0.683938703359598
"B90",11.835,9.865,72.55,14.815,73.5,76.5,13.96,15.165,1,3.375,13,8,28.25,13.08,22.5,43.4,72.5,8.875,193.75,31.83,21.965,491.15,-0.1347737056379,-0.10031155256476,-0.111523951766359,-0.236270443076919,-0.295151322334157,-0.315482289696111,-0.219742951176079,0.360809343813542,0.648444518184226,-0.300263919550108,-0.175753442985193,-0.637955888984965,-0.156908001678052,-0.232105168612666,-0.661878474428305,-0.510128775961485,-0.149899403758073,0.328364286594296,-0.0899360932899313,0.0014451922907385,0.665619489270038,-0.470313808309811,0.411016075109438,-0.617156350060961,-0.342812207521678,-0.605866260411444,0.697238258982927,-0.452792402987215,-0.505398747579645,-0.795402574209022
"B91",12.5,10.285,47.35,8.865,74.5,78,9.04,9.625,1,3.25,13.25,NA,26.515,13.085,16.585,48.05,64.5,8.775,176.25,27.72,17.435,320.8,0.370925531644164,-0.240524453229412,-0.375616916650829,1.08293925407852,0.953047034222569,-0.198603327066749,0.999975043627562,1.37026106897308,0.508937133470671,1.00477134436277,-0.352140676774421,1.09418390574943,1.63953131385879,1.70075708907047,0.186087712861993,0.18829828538946,1.67859334452047,1.46476132813961,1.622637241145,-0.907556792376459,0.967244220321011,0.292318632803052,-0.732536734363892,0.252831519168208,-0.105085925564099,0.11050861735724,-1.01745318389909,0.0274469606438646,0.768863190533511,-0.244402575468075
"B97",12.6559322033898,8.52559322033898,92.2231638418079,15.7880790960452,73.4406779661017,76.9325842696629,12.9291011235955,13.2311235955056,1.00353107344633,3.9052808988764,12.3785310734463,8.21533742331288,29.2632768361582,13.2056179775281,24.5338764044944,37.6785310734463,68.9375706214689,9.86694915254237,175.762857142857,33.6965536723164,25.1705649717514,624.647457627119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B99",12,10.915,70.3,11.565,72.5,80,13.29,13.79,1.0625,3.295,14,6.8,27.83,11.835,23.33,40.9,78.25,9.4,212.5,30.8,19.88,476.2,0.0728080157700935,-0.0586080672431221,-0.0820138023274753,0.0697139888493763,-0.0051062089110252,-0.117461551547782,-0.0134181232569342,0.211922237900956,0.165783766356908,0.210977053859525,-0.258108466026092,0.140514150863188,0.0319206350117077,0.0761459339029756,0.0531842633337837,0.17500854050926,0.173998340550095,0.208221061092061,0.170120253557797,0.0618085411682569,0.238627164173994,-0.207057637481058,-0.220739732412943,-0.0834874698659709,-0.201036704082387,-0.0891585355330389,-0.20647427471856,-0.177896974300119,0.35606562311239,-0.246125196229147
"Bei_10_=_North_10",6,12.33,81.4,8.88,72,74.5,10.205,10.205,1.0625,4.165,12.5,8.4,24.945,15.165,21,30.45,81,8.375,161,34,21.67,551.35,-0.018483902567345,-0.0759985156422643,0.0280742308523215,0.205901026313707,0.180488207012794,0.0489614536037809,0.171605582736252,0.24255154017463,0.377347983139506,0.15962757754023,0.0934662156465079,-0.193699278771043,0.253955257909785,0.277449003488003,-0.36075680205985,-0.0769589760942514,0.110146549957333,0.220398466740734,0.0917400514338657,-0.181023309973892,0.403122117682499,-0.359494942981709,-0.0520663447249184,-0.299393803739767,-0.180146176725144,-0.320663191165956,-0.0111893318381317,-0.159718986856841,0.0691586370504339,-0.278384081704117
